name,longitude,latitude
obs_874,-91.90256,38.16993
obs_875,-85.41994,39.16003
obs_876,-90.66510,22.29167
obs_877,-95.05578,38.01305
obs_878,-106.46242,42.00645
obs_879,-91.60016,36.65439
obs_880,-85.21769,36.37503
obs_881,-86.60161,20.05406
obs_882,-104.35495,31.12854
obs_883,-106.11609,32.43235
obs_884,-104.04624,43.19211
obs_885,-83.53579,37.21489
obs_886,-91.89155,37.49337
obs_887,-88.06351,20.55771
obs_888,-104.63381,32.05981
obs_889,-103.16138,44.14483
obs_890,-87.56973,21.07696
obs_891,-93.07822,36.39413
obs_892,-94.13015,38.36068
obs_893,-83.16571,35.70983
obs_894,-122.86854,45.08536
obs_895,-81.74358,39.12499
obs_896,-84.24052,37.93348
obs_897,-105.24939,41.77554
obs_898,-92.15242,36.49578
obs_899,-88.94263,19.07165
obs_900,-84.33306,37.12587
